Project ID	Project	Project Author Count	Project Revision Count	Project Stability Ratio	Modularised Project Stability Ratio	Project Instability Ratio	Modularised Project Instability Ratio	Project Module Count	Project LOC	CBO	DIT	LCOM	NOC	RFC	WMC	Project Duration	Project Order
199	duedates-ulaula	3	94	0.948717949	0.948717949	0.051282051	0.051282051	1	390	2	1.322580645	46.06451613	0.096774194	4.935483871	4.64516129	12	1
38	androidmycontacts	2	38	0.113793103	0.396056492	0.886206897	0.603943508	5	399	1.607142857	1.535714286	41.82142857	0	5.821428571	5.821428571	144	1
574	proxymatic	2	21	0.053082192	0.408725499	0.946917808	0.591274501	6	573	3.476635514	1.719626168	18.13084112	0.345794393	5.934579439	4.289719626	583	1
700	taucompilation	3	23	0.413793103	0.413793103	0.586206897	0.586206897	1	63	0.75	1.5	32	0	2.75	2.75	28	1
390	jme2andre	3	38	0.504504505	0.504504505	0.495495495	0.495495495	1	140	1.666666667	1.666666667	45.61111111	0.111111111	7.833333333	6.944444444	36	0
360	irishcoffee	2	10	0.045454545	0.045454545	0.954545455	0.954545455	1	71	1	1.6	25.6	0	4.6	4.6	21	1
169	dbmapper	2	22	0.598081023	0.697998845	0.401918977	0.302001155	6	89	2.076923077	1.384615385	55.76923077	0.076923077	14.07692308	13.46153846	468	1
172	dearcampus	3	105	0.467836257	0.4548332	0.532163743	0.5451668	2	402	1.788732394	1.788732394	47.97183099	0	8.098591549	8.098591549	56	0
40	android-rss	2	114	0.505617978	0.505617978	0.494382022	0.494382022	2	239	2.235294118	1.764705882	52.35294118	0	5.235294118	5.235294118	88	0
444	ltudmang2005	5	84	0.646153846	0.598137973	0.353846154	0.401862027	6	443	1.608695652	1.434782609	30.26086957	0.173913043	8.739130435	8.391304348	12	0
609	runningbuddy	3	265	0.437229437	0.44210191	0.562770563	0.55789809	2	911	2.814159292	1.619469027	53.76106195	0.053097345	7.902654867	7.495575221	384	0
592	replacement-simulator	2	11	0.75	0.75	0.25	0.25	1	55	1	2	70	0	11.33333333	11.33333333	1	1
99	carpooler	4	118	0.657142857	0.727150538	0.342857143	0.272849462	4	525	2.636363636	1.666666667	67.06060606	0	13.21212121	13.21212121	34	0
803	ws08	2	93	0.993243243	0.993743744	0.006756757	0.006256256	3	175	1	1.285714286	47.71428571	0	14.14285714	14.14285714	73	0
528	p2p-asi	2	99	0.814814815	0.814814815	0.185185185	0.185185185	1	127	2	1.5	49.41666667	0	5.416666667	5.416666667	26	1
435	linker-svn	2	40	0.328571429	0.595238095	0.671428571	0.404761905	5	875	1.656716418	1.537313433	38.59701493	0.23880597	5.835820896	4.970149254	34	1
295	gyroscope	2	74	0.5	0.771191213	0.5	0.228808787	21	254	3.205128205	1.230769231	31.97435897	0.666666667	5.230769231	4.666666667	42	0
561	projetgl-2008	5	866	0.543859649	0.543859649	0.456140351	0.456140351	1	1186	4.787401575	1.952755906	58.09448819	0.614173228	13.71653543	8.047244094	113	0
249	flou7	2	90	0.648648649	0.65298632	0.351351351	0.34701368	2	173	1.357142857	1.357142857	34.28571429	0.142857143	7.142857143	7	36	1
73	biblioteca-cea	4	46	0.875	0.875	0.125	0.125	1	448	2.357142857	1.678571429	68	0	2.928571429	2.928571429	7	0
777	vademecumservice	2	101	0.559734513	0.699042408	0.440265487	0.300957592	3	621	1.844827586	1.482758621	53.03448276	0	6.793103448	6.793103448	225	0
531	pandicatalog	2	164	0.969635628	0.537202381	0.030364372	0.462797619	3	431	3.084745763	1.949152542	44.10169492	0.355932203	12.08474576	8.779661017	246	1
514	odwa	8	102	0.470703125	0.43937037	0.529296875	0.56062963	5	620	2.490909091	1.418181818	54	0.272727273	8.018181818	5.945454545	63	0
377	javacoveragent	2	57	0.53125	0.53125	0.46875	0.46875	1	221	1.875	1.208333333	23.125	0	3.291666667	3.291666667	15	0
231	eraikikon	5	189	0.421052632	0.272727273	0.578947368	0.727272727	7	618	2.133333333	1.377777778	62.24444444	0	7.8	7.8	18	0
536	pdamh	3	186	0.887596899	0.888377476	0.112403101	0.111622524	2	691	3.906976744	1.906976744	61.87209302	0.23255814	12.37209302	10.52325581	85	0
75	biblioteca-mvc	4	18	0.208333333	0.208333333	0.791666667	0.791666667	1	65	0.846153846	1.615384615	59	0.153846154	6.384615385	6.076923077	5	0
573	prototiposeminario	4	85	0.661392405	0.665789906	0.338607595	0.334210094	2	266	2.523809524	1.333333333	54.76190476	0	6.666666667	6.666666667	78	0
776	vademecum-g08	3	220	0.897243108	0.971597633	0.102756892	0.028402367	4	199	1.407407407	1.703703704	54	0	7.185185185	7.185185185	132	0
765	ucomwaterloo	4	135	0.56	0.56	0.44	0.44	1	361	4	1.846153846	43.53846154	0.346153846	17.34615385	9.269230769	199	0
51	aspot	3	18	0.355555556	0.355555556	0.644444444	0.644444444	1	23	1	1.5	71.5	0	10.5	10.5	14	0
400	jreader-ug	3	149	0.625304136	0.630804881	0.374695864	0.369195119	4	621	3.055555556	1.083333333	46.72222222	0	5.833333333	5.833333333	136	0
412	jvine	2	101	0.725	0.725	0.275	0.275	1	300	2.090909091	1.590909091	47.63636364	0	5.318181818	5.318181818	39	0
74	bibliotecamvc	3	62	1	1	0	0	1	335	2.777777778	1.407407407	38.96296296	0	5.444444444	5.444444444	8	1
401	jshop2-rt	2	36	0.553784861	0.553784861	0.446215139	0.446215139	1	875	3.421875	1.953125	44.796875	0.59375	12.703125	7.546875	250	1
542	pipedreamagent	3	61	0.666666667	0.532725766	0.333333333	0.467274234	3	98	0.666666667	1.333333333	51	0	6.333333333	6.333333333	16	0
733	tppresupuesto	2	177	0.817934783	0.817934783	0.182065217	0.182065217	1	1382	3.774647887	1.809859155	43.99295775	0.598591549	14.74647887	7.443661972	183	1
157	cs546-grp7-assign3	3	47	0.404761905	0.449715707	0.595238095	0.550284293	2	98	3	1.555555556	55.77777778	0	8.666666667	8.666666667	13	0
129	coffee-browsertool	2	69	0.538793103	0.592009284	0.461206897	0.407990716	2	111	1.285714286	1.5	62.42857143	0	5.285714286	5.285714286	115	0
705	team166	5	167	0.303194103	0.814062778	0.696805897	0.185937222	2	150	1.461538462	1	71.84615385	0	3.923076923	3.923076923	406	0
130	coffee-documentbrowsertool	2	48	0.785123967	0.785123967	0.214876033	0.214876033	1	122	1.25	1.583333333	62.83333333	0	5.25	5.25	120	1
421	kmeanscluster	3	45	0.449122807	0.622919937	0.550877193	0.377080063	5	385	3.404761905	1.785714286	56.88095238	0.261904762	12.95238095	10	94	0
723	tp2aed2008	4	29	0.287087912	0.75	0.712912088	0.25	3	79	1.9	1.5	51.7	0	8.3	8.3	181	0
246	file-sharing	2	60	0.9375	0.9375	0.0625	0.0625	1	48	1.5	1.125	40.875	0.125	10.125	9.125	31	1
403	jsubs	2	7	1	1	0	0	2	105	0.666666667	1	46.16666667	0	6.25	6.25	4	0
329	ifips09-nal-1	2	141	0.955555556	0.955555556	0.044444444	0.044444444	1	494	2.409836066	2.245901639	73.8852459	0.360655738	39.08196721	10.18032787	44	1
184	distributedgameserver	5	214	0.615384615	0.655706522	0.384615385	0.344293478	3	352	2.857142857	1.404761905	61.92857143	0.119047619	10.30952381	8.738095238	25	0
326	iccompileres2	3	419	0.651162791	0.653121175	0.348837209	0.346878825	4	734	5.312101911	2.191082803	30.88535032	0.662420382	17.5477707	5.866242038	85	1
328	ifips09-ia-robotique	2	17	0.612903226	0.612903226	0.387096774	0.387096774	1	2403	3.379562044	2.350364964	41.13868613	0.452554745	19.27007299	7.99270073	30	1
158	cs546-grp7-assign4	3	34	0.488888889	0.47962963	0.511111111	0.52037037	5	328	2	1.333333333	39.25	0	7.75	7.75	14	1
43	apics	3	110	0.373737374	0.373737374	0.626262626	0.626262626	1	167	2.066666667	1.866666667	56.53333333	0.066666667	6.133333333	6	32	1
181	dinner-mate	6	274	0.616402116	0.539177206	0.383597884	0.460822794	9	4016	4.488938053	1.747787611	40.9159292	1.227876106	17.95132743	9.238938053	62	0
327	ifips09-ia-jeux	2	35	0.666666667	0.666666667	0.333333333	0.333333333	1	350	3.742857143	1.285714286	56	0.171428571	11.94285714	8.971428571	17	1
76	biblioteca-mvc-version	4	50	0.45	0.464102564	0.55	0.535897436	2	435	1.75	1.863636364	54.86363636	0.204545455	5.477272727	5.045454545	39	1
310	h-m-o-e-m-a-s	2	20	0.48	0.514666667	0.52	0.485333333	2	65	2.25	1	26.125	0	6.875	6.875	99	0
767	umlcsguiiimusiccomp	9	97	0.368421053	0.393148351	0.631578947	0.606851649	4	572	1.871794872	1.769230769	59.05128205	0.025641026	8.102564103	8.051282051	37	0
426	labproden	2	6	0.5	1	0.5	0	3	63	1.388888889	1.055555556	63.44444444	0	12.66666667	12.66666667	12	0
474	mindbox-viajes	4	46	0.545454545	0.545454545	0.454545455	0.454545455	1	521	4.279069767	1.302325581	25.86046512	0.093023256	6.76744186	6.395348837	10	0
605	rovermaze	3	76	0.822222222	0.751028807	0.177777778	0.248971193	2	233	1.166666667	1	69.83333333	0	8	8	14	1
447	lvejercicio1	2	28	0.547619048	0.547619048	0.452380952	0.452380952	1	124	1.777777778	1.111111111	39.11111111	0	4.333333333	4.333333333	20	1
485	mpire1	6	177	0.246527778	0.268067174	0.753472222	0.731932826	6	4125	3.162393162	2.393162393	48.17094017	0.504273504	15.55555556	8.905982906	143	0
750	trojanmaps	3	55	1	1	0	0	1	151	2.7	1.6	59.5	0	7.9	7.9	4	1
509	nus-iss-se17-4s-01	8	244	0.804347826	0.804347826	0.195652174	0.195652174	1	440	3.209302326	1.697674419	66	0.069767442	9.697674419	9.511627907	22	0
608	runbuddy	2	69	0.505376344	0.585263158	0.494623656	0.414736842	3	326	2.352941176	1.705882353	48.76470588	0.147058824	8.558823529	7.294117647	92	1
715	textcategorization	3	69	0.461538462	0.63	0.538461538	0.37	6	205	0.714285714	1.285714286	47.57142857	0	5	5	12	1
153	cs224n-pa1	2	18	1	1	0	0	2	257	1.923076923	1.153846154	48.53846154	0.192307692	8.269230769	7.615384615	2	0
182	dirty-tornadoes	2	22	0.875	0.875	0.125	0.125	1	700	1.727272727	1.75	50.31818182	0.090909091	8.409090909	8.181818182	3	1
718	tinytotalcommander	2	8	1	1	0	0	2	58	1.833333333	1.666666667	32.5	0	16.66666667	16.66666667	0	1
380	javassonne	7	392	0.825396825	0.820389342	0.174603175	0.179610658	2	1172	4.129032258	1.580645161	45.94623656	0.161290323	10.8172043	7.365591398	98	0
615	sal-ii	2	44	0.611111111	0.643518519	0.388888889	0.356481481	2	224	1.523809524	1.571428571	20.71428571	0.571428571	9.238095238	4.523809524	17	1
472	midstream	7	417	0.392156863	0.392156863	0.607843137	0.607843137	1	607	2.509803922	1.666666667	23.90196078	0	7.68627451	7.68627451	50	0
82	bpelwidget	2	30	0.833333333	0.853333333	0.166666667	0.146666667	4	324	1.45	2.15	19.2	0.3	6.9	3.6	11	0
262	galaxia-client	2	57	0.564285714	0.804365079	0.435714286	0.195634921	3	313	1.368421053	1.210526316	37.47368421	0	6.736842105	6.736842105	69	0
263	galaxia-tracker	2	23	1	1	0	0	2	183	1.714285714	1.142857143	45.28571429	0	6.428571429	6.428571429	3	1
772	usc-cs546-grp7-sp2009	2	74	0.704545455	0.674502841	0.295454545	0.325497159	4	163	2.933333333	1.533333333	53.13333333	0.133333333	8.6	8.2	21	1
233	ergosum	7	479	0.834285714	0.822445887	0.165714286	0.177554113	4	1259	2.703296703	1.736263736	55.06593407	0.120879121	11.76923077	8.868131868	49	0
154	cs224n-pa2	2	10	0.666666667	0.703703704	0.333333333	0.296296296	2	392	2.256410256	1.230769231	45.07692308	0.256410256	8.256410256	7.41025641	2	1
346	ingegneria-st-st	2	91	0.682692308	0.689590301	0.317307692	0.310409699	2	159	2.176470588	1.411764706	15.47058824	0	7.823529412	7.823529412	51	0
468	metrocode	6	96	0.455555556	0.551967593	0.544444444	0.448032407	3	231	2.045454545	1.363636364	44.86363636	0.045454545	6.863636364	6.454545455	14	0
720	titrator	2	90	0.94047619	0.863189648	0.05952381	0.136810352	13	305	3.52	1.88	49.44	0.12	8.64	7.84	41	0
495	mygtunes	3	53	0.533333333	0.411067019	0.466666667	0.588932981	3	195	1.5	1.5625	38.5625	0	8.625	8.625	29	1
496	my-money	2	36	0.738095238	0.738095238	0.261904762	0.261904762	1	152	2.64	1.56	55.32	0.16	9.6	8.24	20	1
224	enigmaulb	2	47	0.67032967	0.678934892	0.32967033	0.321065108	5	1434	3.740506329	1.765822785	46.37974684	0.474683544	13.94303797	9.050632911	90	1
567	projeto-integrado-login	3	71	0.414965986	0.510875887	0.585034014	0.489124113	4	515	3.675675676	1.297297297	37.40540541	0.027027027	5.432432432	5.324324324	48	0
796	wf-eng	3	118	0.989417989	0.989417989	0.010582011	0.010582011	1	1633	5.149606299	1.377952756	40.1496063	0.212598425	16.81889764	12.7007874	188	0
163	cykelgarage	6	228	0.152777778	0.152777778	0.847222222	0.847222222	1	838	3.74	1.74	40.86	0.04	3.76	3.6	59	0
277	glisten	2	44	0.980392157	0.983006536	0.019607843	0.016993464	3	395	1.583333333	1.666666667	51.77777778	0.027777778	8.611111111	8.5	50	1
580	psa-2009-projetopi	2	92	0.716981132	0.767520216	0.283018868	0.232479784	3	792	1.904761905	1.634920635	51.3015873	0.079365079	9.222222222	8.587301587	52	1
49	asmx-oauth	4	882	0.446428571	0.66655014	0.553571429	0.33344986	14	1134	2.869565217	1.492753623	31.91304348	0.311594203	5.231884058	3.688405797	153	1
538	peg0209	2	127	0.927631579	0.664835361	0.072368421	0.335164639	7	225	1.588235294	1.529411765	43.52941176	0.411764706	19.05882353	10.41176471	75	1
676	stack-johnson	52	87	0.019783089	0.048070888	0.980216911	0.951929112	4	39	1.4	1.8	20	0.2	4.6	3.4	765	0
712	tetherlesspc3	4	40	0.276315789	0.385808271	0.723684211	0.614191729	5	798	2.76	1.2	27.6	0.04	4.96	4.44	56	0
215	egorilla	13	713	0.345791001	0.473749375	0.654208999	0.526250625	8	1393	3.61682243	1.355140187	46.61682243	0.037383178	7.570093458	7.364485981	211	0
52	async-json-library	2	36	0.835748792	0.835748792	0.164251208	0.164251208	1	308	3.543478261	1.52173913	42.54347826	0.369565217	11.47826087	7	206	0
481	modula2jcc	10	175	0.4125	0.316559268	0.5875	0.683440732	8	319	2.476190476	1.571428571	69.61904762	0.142857143	11.30952381	9.738095238	87	1
53	async-web-server	2	26	0.73655914	0.73655914	0.26344086	0.26344086	1	436	2.6	1.254545455	46.50909091	0.127272727	7.145454545	6.436363636	92	1
596	rg-igra	3	145	0.693333333	0.51783441	0.306666667	0.48216559	5	428	2.923076923	1.076923077	71	0.076923077	27.92307692	20.03846154	49	0
64	baton	2	21	0.535714286	0.622767857	0.464285714	0.377232143	2	126	1.666666667	1.222222222	56.88888889	0.111111111	6.222222222	5.444444444	13	0
699	tareface	2	99	0.598684211	0.598684211	0.401315789	0.401315789	1	138	1.625	1	29.125	0	5.75	5.75	75	1
232	ergosoom	3	101	0.79047619	0.755544684	0.20952381	0.244455316	4	693	2.954545455	1.590909091	43.04545455	0.045454545	7.454545455	6.681818182	34	1
183	disksimul	2	36	1	1	0	0	3	257	2.45	1.5	49.6	0.25	9.4	5.65	23	1
248	flogjsp	2	80	0.9	0.904651163	0.1	0.095348837	2	121	1.066666667	1	54.6	0	7.533333333	7.533333333	9	0
427	labprodent	2	189	0.867647059	0.807636641	0.132352941	0.192363359	3	638	4.431372549	1.647058824	74.70588235	0.058823529	12.56862745	12.33333333	67	1
801	world-war-web	13	2325	0.772970085	0.795662479	0.227029915	0.204337521	4	5129	3.720338983	1.790960452	41.62146893	0.245762712	10.54519774	7.627118644	143	0
47	aroundj2me	2	199	0.88172043	0.827568201	0.11827957	0.172431799	2	308	2.333333333	1.547619048	48.35714286	0.214285714	6.714285714	6.071428571	92	1
146	coolkey	3	95	0.799283154	0.794350572	0.200716846	0.205649428	2	798	2.6	1	47.4	0	6.5	6.5	92	1
59	authform	2	37	0.846153846	0.850815851	0.153846154	0.149184149	2	139	2.352941176	1.470588235	56.82352941	0.117647059	9.058823529	9.058823529	12	1
287	gtimetable	2	36	0.987654321	0.988111568	0.012345679	0.011888432	2	277	1.692307692	1.307692308	48.53846154	0	9.692307692	9.692307692	80	1
72	bgu-ai	2	81	0.896551724	0.898050975	0.103448276	0.101949025	2	563	3.537037037	1.407407407	37.55555556	0.37037037	12.01851852	7.685185185	28	0
508	nttwitter	2	33	0.515151515	0.555555556	0.484848485	0.444444444	2	323	1.275	1.55	35.525	0.275	4.95	3.875	32	0
124	cn1	3	67	0.301369863	0.310445205	0.698630137	0.689554795	3	230	2.722222222	1.388888889	44.83333333	0	5.666666667	5.666666667	72	0
125	cn2	2	133	0.536363636	0.964464883	0.463636364	0.035535117	4	240	2.384615385	1.538461538	50.84615385	0	7.153846154	7.153846154	54	1
378	java-functions	2	55	0.763157895	0.767712551	0.236842105	0.232287449	2	249	2.823529412	1.568627451	23.94117647	0.37254902	23.98039216	10.29411765	37	1
641	simautomatas	2	19	0.447368421	0.478070175	0.552631579	0.521929825	2	333	2.941176471	1.294117647	22.76470588	0.235294118	9.117647059	6.058823529	18	1
702	tau-softsys09	8	552	0.748762376	0.744623123	0.251237624	0.255376877	3	953	3.697247706	1.504587156	57.59633028	0.201834862	8.862385321	7.366972477	100	0
372	jade-ma-ps	3	147	0.882352941	0.885714286	0.117647059	0.114285714	3	703	2.725	1.875	28.6375	0.4125	6.4375	4.2625	33	0
234	esp2	2	22	0.5	0.529411765	0.5	0.470588235	2	129	1.533333333	1.6	33.26666667	0	5.933333333	5.933333333	1	1
735	tp-tleng	3	65	0.857142857	0.857142857	0.142857143	0.142857143	1	234	2.5	1.791666667	19.875	0.666666667	9.291666667	6.041666667	13	1
554	precog-poker	2	70	0.706521739	0.688749158	0.293478261	0.311250842	4	509	2.291666667	1.125	44.95833333	0.083333333	8.75	8.208333333	321	1
306	heroes-of-might-and-magic	7	389	0.911428571	0.933489293	0.088571429	0.066510707	3	841	4.266666667	1.79047619	49.98095238	0.723809524	10.6952381	7.580952381	99	0
698	tapestry4nonbelievers	2	7	0.5	0.583333333	0.5	0.416666667	2	31	1.111111111	1.111111111	38.44444444	0	4.666666667	4.666666667	480	1
194	duedates-gold	2	58	0.909090909	0.911025145	0.090909091	0.088974855	2	152	1.333333333	1.083333333	38.66666667	0	5.5	5.5	32	1
507	nsga2-albp-sp2009	2	146	0.973958333	0.96791137	0.026041667	0.03208863	7	704	3.31372549	1.274509804	32.90196078	0.254901961	7.019607843	5.549019608	95	1
462	mc436-dwamf	4	43	0.486842105	0.468008256	0.513157895	0.531991744	2	86	1.4375	1.8125	34.625	0.1875	11.5	10.0625	18	0
448	lvlvtp	2	45	0.666666667	0.666666667	0.333333333	0.333333333	1	247	2.375	1.25	43.5625	0.0625	6.40625	5.28125	2	1
4	32l	3	171	0.857142857	0.805707033	0.142857143	0.194292967	3	1812	1.039473684	1.276315789	37.52631579	0	7	7	34	1
627	senha-pucpr	2	24	0.813953488	0.823255814	0.186046512	0.176744186	2	1022	0.888888889	1.533333333	34.6	0	3.933333333	3.933333333	42	1
90	cafeteira2	2	11	0.5	0.5	0.5	0.5	1	52	3	1.142857143	55.57142857	0	9.142857143	9.142857143	1	0
480	mobiusmoviles	3	250	0.923076923	0.932490748	0.076923077	0.067509252	7	1408	1.772727273	1.171717172	61.8030303	0	14.19191919	14.19191919	38	0
682	sugadroid	2	30	0.5	0.650089606	0.5	0.349910394	3	744	2.675324675	1.987012987	54.98701299	0.467532468	16.54545455	8.558441558	103	0
497	mymoneydaca	3	242	0.859649123	0.597836957	0.140350877	0.402163043	4	433	2.970149254	1.910447761	48.68656716	0.28358209	8.28358209	7.223880597	94	1
288	guicecomposites	2	63	0.36875	0.939959294	0.63125	0.060040706	4	169	4	1.071428571	20.85714286	1.285714286	6.464285714	5.5	159	1
171	dcc-gps-comp2	4	265	0.323529412	0.792275698	0.676470588	0.207724302	2	922	3.142857143	1.685714286	56.31428571	0.028571429	5.542857143	5.057142857	33	0
634	siae	4	118	0.6	0.590909091	0.4	0.409090909	2	510	1.512820513	1.179487179	34.12820513	0.153846154	8.230769231	6.538461538	4	0
91	cafeteira3	2	12	0.454545455	0.454545455	0.545454545	0.545454545	1	101	2.785714286	1.285714286	39.71428571	0.214285714	8.071428571	6.785714286	10	1
453	maquinavirtual2009	2	7	0.5	0.375	0.5	0.625	2	34	0.666666667	1	34	0	14.33333333	14.33333333	21	1
388	jgrim-gridgain	2	233	0.984848485	0.985316124	0.015151515	0.014683876	2	188	1.176470588	1.235294118	45.52941176	0.235294118	11.11764706	7.058823529	98	0
134	comp2009	2	40	0.994623656	0.907806737	0.005376344	0.092193263	3	212	1.652173913	1.565217391	44.2173913	0.130434783	12.04347826	11.52173913	92	0
122	clusterized-publishsubscribe	2	26	0.84	0.847272727	0.16	0.152727273	2	832	2.786516854	1.820224719	28.56179775	0.393258427	6.595505618	4.516853933	24	1
479	ml-hw1	2	19	0.5546875	0.584375	0.4453125	0.415625	2	14080	6.508515815	2.253041363	60.63584753	0.665044607	32.3730738	14.27818329	63	0
8	adsdsimuladorjoomla	2	12	0.505681818	0.505681818	0.494318182	0.494318182	1	92	0.714285714	1.714285714	49.28571429	0	7.857142857	7.857142857	87	1
775	uvt-orion	2	17	0.5	0.5	0.5	0.5	1	704	1.787878788	1.53030303	53.90909091	0.545454545	10.43939394	7.712121212	131	1
2	236756-hw2	2	80	0.75	0.75	0.25	0.25	1	270	1.461538462	1.192307692	54.30769231	0.076923077	6.961538462	6.692307692	27	1
564	projetocompilador	3	146	0.663398693	0.663398693	0.336601307	0.336601307	1	117	1.863636364	1.272727273	56.40909091	0.090909091	9.681818182	9.409090909	101	1
332	iguanadoc	2	208	0.723880597	0.723880597	0.276119403	0.276119403	1	1453	2.6015625	1.875	49.59375	0.484375	9.4609375	7.078125	133	1
464	md5importer	2	222	0.501	0.823390895	0.499	0.176609105	6	373	2.775510204	2.020408163	61.89795918	0.367346939	11.79591837	9.530612245	499	1
717	tienda-muebles-alpes	4	291	0.918604651	0.919009603	0.081395349	0.080990397	2	582	3.471264368	1.24137931	53.98850575	0.057471264	10.72413793	10.09195402	42	1
289	gui-julio-fede	3	191	0.675438596	0.66480379	0.324561404	0.33519621	5	1213	3.704081633	1.224489796	48.33673469	0.183673469	10.56122449	8.846938776	37	0
97	candi-stripes	2	6	0.059701493	0.046908316	0.940298507	0.953091684	2	20	0	1	100	0	2	2	66	1
66	bbscs-th	2	85	0.666666667	0.666666667	0.333333333	0.333333333	1	3035	3.125401929	1.961414791	78.08360129	0.778135048	22.25723473	15.18649518	17	1
34	amswebcell	2	18	0.510416667	0.700810185	0.489583333	0.299189815	2	183	1.88	1.04	49.32	0	6	6	47	1
373	janken	2	95	0.981481481	0.920327304	0.018518519	0.079672696	3	370	2.866666667	1.466666667	50.56666667	0.3	7.633333333	7.5	26	1
235	estorerepository	3	163	0.542857143	0.542857143	0.457142857	0.457142857	1	421	3.016949153	1.084745763	47.27118644	0	7.711864407	7.711864407	34	1
202	duojin	4	317	0.6	0.696557971	0.4	0.303442029	5	658	2.810344828	1.655172414	39.24137931	0.172413793	10.22413793	10.05172414	14	1
173	decplagio	3	25	0.666666667	0.688888889	0.333333333	0.311111111	2	291	1.6	1.2	34.9	0.2	7.7	5.6	5	0
582	pta	2	86	0.508130081	0.551487414	0.491869919	0.448512586	2	1513	2.893258427	2.191011236	42.64606742	0.561797753	18.03932584	7.117977528	122	0
556	prjanthill	2	77	0.502293578	0.558515683	0.497706422	0.441484317	5	171	2.833333333	2.75	47.125	0.666666667	14.58333333	6.791666667	217	0
62	basesdatos1	2	159	0.725988701	0.725988701	0.274011299	0.274011299	1	782	1.620689655	1.586206897	64.13793103	0.137931034	8.068965517	5.793103448	176	1
787	vzone01	4	13	0.583333333	0.746031746	0.416666667	0.253968254	9	62	0.384615385	1.307692308	15.15384615	0.461538462	4	2.153846154	2	0
813	your-scrum	2	58	0.506097561	0.579710145	0.493902439	0.420289855	2	231	1.288888889	1.066666667	16.68888889	0.155555556	2.777777778	2.666666667	81	1
695	taller-proyectos-1	4	83	0.649193548	0.649193548	0.350806452	0.350806452	1	394	3.5	1.564516129	38.98387097	0.419354839	8.629032258	6.85483871	123	0
391	jme3assad	2	9	0.5	0.555555556	0.5	0.444444444	2	169	1.636363636	1.409090909	41.36363636	0.227272727	9.090909091	5.818181818	2	1
788	vzone02	3	10	0.380952381	0.535714286	0.619047619	0.464285714	3	125	1.411764706	1.294117647	25.76470588	0.235294118	5	3.117647059	13	1
753	tsb-subversion	3	67	0.666666667	0.676616915	0.333333333	0.323383085	2	341	2.03125	1.59375	37.59375	0.15625	8.0625	7.75	3	0
223	enhancer	2	25	0.058823529	0.24823208	0.941176471	0.75176792	13	100	1.375	1	37.625	0	3.125	3.125	33	1
778	vehiclub	2	4	1	1	0	0	2	107	1	1.25	71	0	13.8125	13.8125	0	0
208	easysrtool	5	66	1	0.963855422	0	0.036144578	8	465	1.517241379	1.517241379	36.31034483	0.206896552	15.17241379	12.89655172	1	0
160	cssp	3	206	0.387896825	0.758526263	0.612103175	0.241473737	2	61	1.166666667	1.583333333	27.83333333	0.166666667	9	8.833333333	335	1
420	klikkespillet	2	7	0.428571429	0.510204082	0.571428571	0.489795918	2	54	1.2	1.2	15.6	0	2.2	2.2	6	1
139	computer-edaf10	4	29	0.355263158	0.370235935	0.644736842	0.629764065	2	77	2.764705882	1.352941176	4.588235294	0.235294118	3.647058824	3	18	0
610	ruteodosciudades	2	27	0.518518519	0.552910053	0.481481481	0.447089947	2	205	2	1.5	41.1	0	8.45	8.45	53	0
23	airlinebookinggroup0	5	178	0.535714286	0.620373397	0.464285714	0.379626603	7	425	1.03030303	1.227272727	52.40909091	0	8.227272727	8.045454545	27	0
625	securitycourse-ass1	2	33	0.518796992	0.675	0.481203008	0.325	2	133	1.722222222	1.166666667	36.44444444	0.111111111	8.666666667	7.222222222	132	1
752	tsb-ne2tpp50	2	16	0.75	0.767857143	0.25	0.232142857	2	223	1.954545455	1.409090909	50.95454545	0.045454545	10.18181818	10.09090909	1	1
588	r2dst	3	257	0.681917211	0.848575995	0.318082789	0.151424005	21	2576	2.575510204	1.620408163	32.70204082	0.302040816	7.995918367	4.281632653	458	0
398	jpn	3	20	0.575757576	0.575757576	0.424242424	0.424242424	1	128	1.15	1.65	43.55	0.35	5.3	3.35	32	0
811	yasdic	2	38	0.504065041	1	0.495934959	0	5	134	2	1.47826087	43.52173913	0.173913043	7.217391304	6.434782609	122	1
386	jedi-ksr-p1	2	73	0.766666667	0.75373888	0.233333333	0.24626112	10	215	2.4	1.12	55.92	0	8.64	8.64	14	0
214	edaf10computer	4	29	0.2875	0.312946429	0.7125	0.687053571	2	67	2.9375	1.3125	8.3125	0.1875	3.5625	3.0625	19	1
425	laboratorio-sql-injection	2	7	1	1	0	0	2	34	0.5	1.5	18.5	0	4	4	0	1
550	pontojarr	4	21	0.3125	0.3125	0.6875	0.6875	1	182	2.19047619	1.428571429	38.85714286	0.142857143	9.761904762	8.904761905	3	0
494	myexampleproject	3	349	0.489220564	0.523160494	0.510779436	0.476839506	4	888	1.927710843	1.192771084	44.20481928	0.048192771	8.096385542	7.734939759	200	0
756	tutoalbumphoto	4	34	0.263513514	0.648301194	0.736486486	0.351698806	4	164	1	1.615384615	45.61538462	0	3.846153846	3.846153846	184	1
413	kermeta-cao	2	9	0.4	0.4	0.6	0.6	1	57	0.526315789	1.263157895	68.42105263	0.263157895	6.842105263	6.052631579	14	0
809	xtra-large	4	34	0.583333333	0.596774194	0.416666667	0.403225806	2	286	2.452380952	1.928571429	12.76190476	0.238095238	4.261904762	2.880952381	11	1
